...1,umpd_case_number,occured_date_time_location,report_date_time,type,disposition,location,date,time,year,time_hour
6454,2016-00073462,12/15/16 10:10,12/15/16 10:10,CDS Violation,CBE,7200 block of  Preinkert  Dr,2016-12-15,10:10,2016,10
6455,2016-00073467,12/15/16 09:30,12/15/16 10:57,Theft,Suspended,7600 block of  Baltimore  Ave,2016-12-15,09:30,2016,09
6456,2016-00073475,12/15/16 11:35,12/15/16 11:36,Injured/Sick Person,CBE,Skinner Building at 4300  Chapel  Ln,2016-12-15,11:35,2016,11
6457,2016-00073487,12/13/16 17:00,12/15/16 16:17,Fraud,CBE,7000 block of  Preinkert  Dr,2016-12-13,17:00,2016,17
6458,2016-00073503,12/15/16 18:47,12/15/16 18:47,Theft,Arrest,"Leonardtown #241, Leonardtown at 4642  Norwich  Rd",2016-12-15,18:47,2016,18
6459,2016-00073506,12/15/16 19:39,12/15/16 19:39,Recovered Stolen Motor Vehicle,Juvenile Arrest,Stadium  Dr,2016-12-15,19:39,2016,19
6460,2016-00073515,12/15/16 20:30,12/15/16 21:25,Assist Other Agency,CBE,4300 block of  Knox  Rd,2016-12-15,20:30,2016,20
6461,2016-00073516,12/15/16 21:44,12/15/16 21:28,Assist Other Agency,CBE,7500 block of  Baltimore  Ave,2016-12-15,21:44,2016,21
6462,2016-00073536,12/15/16 19:39,12/15/16 23:25,Dept Property Damage/Loss,Active/Pending,7500 block of  Baltimore  Ave,2016-12-15,19:39,2016,19
6463,2016-00073602,12/16/16 03:57,12/16/16 03:57,Injured/Sick Person,CBE,4200 block of  Valley  Dr,2016-12-16,03:57,2016,03
6464,2016-00073686,12/12/16 08:00,12/16/16 14:56,Hate Bias Incident,CBE,3900 block of  Campus  Dr,2016-12-12,08:00,2016,08
6465,2016-00073728,12/16/16 18:40,12/16/16 18:39,Emergency Petition,CBE,3900 block of  Denton Service  Ln,2016-12-16,18:40,2016,18
6466,2016-00073729,12/16/16 18:40,12/16/16 18:46,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr",2016-12-16,18:40,2016,18
6467,2016-00073738,12/16/16 17:00,12/16/16 19:47,Theft,Active/Pending,Ellicott Area Dining Hall at 4028  Stadium  Dr,2016-12-16,17:00,2016,17
6468,2016-00073825,12/17/16 09:00,12/17/16 09:07,Injured/Sick Person,CBE,St. Mary's Hall at 3949  Campus  Dr,2016-12-17,09:00,2016,09
6469,2016-00073961,12/18/16 00:47,12/18/16 00:47,Check on the  Welfare,CBE,3900 block of  Denton Service  Ln,2016-12-18,00:47,2016,00
6470,2016-00073962,12/18/16 01:30,12/18/16 01:30,Injured/Sick Person,CBE,7500 block of  Regents  Dr,2016-12-18,01:30,2016,01
6471,2016-00073967,12/18/16 02:20,12/18/16 02:34,Theft,Arrest,4400 block of  Knox  Rd,2016-12-18,02:20,2016,02
6472,2016-00074228,12/16/16 17:00,12/19/16 09:28,Theft,Active/Pending,Martin Hall at 4298  Campus  Dr,2016-12-16,17:00,2016,17
6473,2016-00074239,12/19/16 10:15,12/19/16 10:46,Other Incident (Title IX Related),CBE,8000 block of  Regents  Dr,2016-12-19,10:15,2016,10
6474,2016-00074240,10/01/16 20:00,12/19/16 11:01,Theft,Suspended,4200 block of  Campus  Dr,2016-10-01,20:00,2016,20
6475,2016-00074268,12/19/16 13:40,12/19/16 14:11,Theft,Suspended,Engineering  Dr,2016-12-19,13:40,2016,13
6476,2016-00074350,12/20/16 00:14,12/20/16 00:14,CDS Violation,Arrest,Easton Hall at 3917  Denton Service  Ln,2016-12-20,00:14,2016,00
6477,2016-00074352,12/20/16 00:16,12/20/16 00:35,Trespassing,CBE,Allegany Hall at 4299  Lehigh  Rd,2016-12-20,00:16,2016,00
6478,2016-00074361,12/20/16 01:53,12/20/16 01:53,DWI/DUI,Arrest,7400 block of  Baltimore  Ave,2016-12-20,01:53,2016,01
6479,2016-00074400,12/17/16 22:00,12/20/16 12:07,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave,2016-12-17,22:00,2016,22
6480,2016-00074402,12/16/16 16:30,12/20/16 12:20,Theft,Suspended,4200 block of  Campus  Dr,2016-12-16,16:30,2016,16
6481,2016-00074413,12/18/16 03:00,12/20/16 14:00,Assist Other Agency,CBE,7500 block of  Hopkins  Ave,2016-12-18,03:00,2016,03
6482,2016-00074453,12/20/16 10:51,12/20/16 16:45,Police Information,CBE,4500 block of  Knox  Rd,2016-12-20,10:51,2016,10
6483,2016-00074463,12/20/16 17:30,12/20/16 17:27,Injured/Sick Person,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr",2016-12-20,17:30,2016,17
6484,2016-00074488,12/20/16 20:36,12/20/16 20:36,Other Incident,CBE,"La Plata Hall, LaPlata hall at 4121  Farm  Dr",2016-12-20,20:36,2016,20
6485,2016-00074514,12/18/16 12:00,12/20/16 23:57,Theft,Suspended,3400 block of  Tulane  Dr,2016-12-18,12:00,2016,12
6486,2016-00074526,12/21/16 01:47,12/21/16 01:47,Fraud,Arrest,8100 block of  Baltimore  Ave,2016-12-21,01:47,2016,01
6487,2016-00074529,12/21/16 02:47,12/21/16 02:47,Disorderly Conduct,Arrest,7300 block of  Baltimore  Ave,2016-12-21,02:47,2016,02
6488,2016-00074548,12/20/16 17:30,12/21/16 08:41,Vandalism,Suspended,6800 block of  Preinkert  Dr,2016-12-20,17:30,2016,17
6489,2016-00074566,12/19/16 08:00,12/21/16 10:34,Vandalism,Suspended,"Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834  Campus  Dr",2016-12-19,08:00,2016,08
6490,2016-00074659,12/03/16 21:10,12/21/16 22:12,Theft,Active/Pending,Paint Branch  Dr,2016-12-03,21:10,2016,21
6491,2016-00074695,12/22/16 02:42,12/22/16 02:42,Disorderly Conduct,Arrest,7300 block of  Baltimore  Ave,2016-12-22,02:42,2016,02
6492,2016-00074859,12/22/16 10:50,12/22/16 22:00,Assist Other Agency,CBE,7400 block of  Dartmouth  Ave,2016-12-22,10:50,2016,10
6493,2016-00074951,12/23/16 02:00,12/23/16 08:49,Assist Other Agency,CBE,7300 block of  Hopkins  Ave,2016-12-23,02:00,2016,02
6494,2016-00074992,12/23/16 11:25,12/23/16 11:25,Warrant/Summons Service,Arrest,University  Blvd,2016-12-23,11:25,2016,11
6495,2016-00074997,12/22/16 22:00,12/23/16 13:09,Assist Other Agency,CBE,4800 block of  College  Ave,2016-12-22,22:00,2016,22
6496,2016-00075273,12/24/16,12/24/16 09:28,Other Incident,CBE,"John S. Toll Physics Building, Physics Building at 4150  Campus  Dr",2016-12-24,NA,2016,NA
6497,2016-00075305,12/24/16 11:11,12/24/16 15:59,Theft,Suspended,3400 block of  Tulane  Dr,2016-12-24,11:11,2016,11
6498,2016-00075473,12/25/16 13:00,12/25/16 17:50,Vandalism,CBE,3400 block of  Tulane  Dr,2016-12-25,13:00,2016,13
6499,2016-00075690,12/26/16 18:35,12/26/16 18:40,Theft from Auto,Active/Pending,Lot SS1,2016-12-26,18:35,2016,18
6500,2016-00075732,12/26/16 23:39,12/27/16 00:06,Recovered Stolen Property,CBE,Campus  Dr,2016-12-26,23:39,2016,23
6501,2016-00075877,12/27/16 17:08,12/27/16 17:08,Found/Recovered Property,Suspended,5000 block of  Niagra Pl,2016-12-27,17:08,2016,17
6502,2016-00075904,12/27/16 16:22,12/27/16 20:14,Assist Other Agency,CBE,5000 block of  Rhode Island  Ave,2016-12-27,16:22,2016,16
6503,2016-00075934,12/22/16 15:30,12/27/16 22:07,Theft,Suspended,Tawes Hall at 7751  Alumni  Dr,2016-12-22,15:30,2016,15
6504,2016-00075988,12/28/16 05:30,12/28/16 07:24,Injured/Sick Person,CBE,Energy Research Facility at 8279  Paint Branch  Dr,2016-12-28,05:30,2016,05
6505,2016-00076009,12/23/16 20:00,12/28/16 16:12,Assist Other Agency,CBE,8500 block of  Potomac  Ave,2016-12-23,20:00,2016,20
6506,2016-00076143,11/29/16 01:44,12/29/16 01:44,DWI/DUI,Arrest,Baltimore  Ave,2016-11-29,01:44,2016,01
6507,2016-00076181,12/21/16 15:00,12/29/16 08:11,Theft,Unfounded,Hiker Biker Trail,2016-12-21,15:00,2016,15
6508,2016-00076209,12/26/16 20:30,12/29/16 13:48,Dept Property Damage/Loss,CBE,10000 block of  Dapple Grey Ln,2016-12-26,20:30,2016,20
6509,2016-00076234,12/29/16 18:00,12/29/16 18:00,Injured/Sick Person,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr",2016-12-29,18:00,2016,18
6510,2016-00076404,12/30/16 09:40,12/30/16 09:40,CDS Violation,Arrest,University  Blvd,2016-12-30,09:40,2016,09
6511,2016-00076407,12/30/16 07:30,12/30/16 09:49,Theft,Suspended,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090  Union  Dr",2016-12-30,07:30,2016,07
6512,2016-00076654,12/31/16 11:21,12/31/16 11:21,Traffic Arrest,Arrest,Metzerott  Rd,2016-12-31,11:21,2016,11
6513,2016-00076662,12/28/16 16:20,12/31/16 12:04,Other Incident,CBE,"8 Chung Yan Rd, Lantau",2016-12-28,16:20,2016,16
6514,2016-00076774,12/31/16 23:58,12/31/16 23:58,CDS Violation,Arrest,4300 block of  Hartwick  Rd,2016-12-31,23:58,2016,23
6515,2017-00000002,01/01/17 00:15,01/01/17 00:15,Warrant/Summons Service,Arrest,7600 block of  Mowatt  Ln,2017-01-01,00:15,2017,00
6516,2017-00000034,01/01/17 02:45,01/01/17 02:50,Disorderly Conduct,Arrest,Knox  Rd,2017-01-01,02:45,2017,02
6517,2017-00000036,12/20/16 12:01,01/01/17 04:33,Theft,Suspended,4300 block of  Knox  Rd,2016-12-20,12:01,2016,12
6518,2017-00000053,01/01/17 08:51,01/01/17 08:51,Warrant/Summons Service,Arrest,Championship  Ln,2017-01-01,08:51,2017,08
6519,2017-00000103,01/01/17 15:19,01/01/17 15:19,Emergency Petition,CBE,7500 block of  Calvert Service  Ln,2017-01-01,15:19,2017,15
6520,2017-00000234,01/02/17 04:30,01/02/17 04:34,CDS Violation,CBE,8600 block of  Boteler  Ln,2017-01-02,04:30,2017,04
6521,2017-00000518,01/03/17 10:51,01/03/17 10:51,Injured/Sick Person,CBE,Jull Hall at 4196  Stadium  Dr,2017-01-03,10:51,2017,10
6522,2017-00000541,01/03/17 12:48,01/03/17 12:48,Injured/Sick Person,CBE,4000 block of  Campus  Dr,2017-01-03,12:48,2017,12
6523,2017-00000654,01/03/17 21:54,01/03/17 21:52,Warrant/Summons Service,Arrest,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr",2017-01-03,21:54,2017,21
6524,2017-00000735,01/04/17 04:04,01/04/17 04:04,Recovered Stolen Motor Vehicle,CBE,Chesapeake Building at 4300  Terrapin  Trl,2017-01-04,04:04,2017,04
6525,2017-00000777,01/04/17 08:21,01/04/17 08:21,Fire,CBE,4300 block of  Knox  Rd,2017-01-04,08:21,2017,08
6526,2017-00000833,01/04/17 15:14,01/04/17 15:14,Theft,Juvenile Arrest,3400 block of  Tulane  Dr,2017-01-04,15:14,2017,15
6527,2017-00001021,01/05/17 09:45,01/05/17 11:13,Theft,Arrest,4200 block of  Valley  Dr,2017-01-05,09:45,2017,09
6528,2017-00001031,01/05/17 13:31,01/05/17 13:31,Accident - Departmental,CBE,7500 block of  Baltimore  Ave,2017-01-05,13:31,2017,13
6529,2017-00001036,12/26/16 08:00,01/05/17 14:51,Theft,Suspended,8600 block of  Boteler  Ln,2016-12-26,08:00,2016,08
6530,2017-00001037,05/20/16 23:00,01/05/17 15:05,Sex Offense,CBE,8500 block of  Boteler  Ln,2016-05-20,23:00,2016,23
6531,2017-00001038,01/05/17 14:45,01/05/17 15:04,Suspicious Activity,Active/Pending,Lot Y,2017-01-05,14:45,2017,14
6532,2017-00001041,01/05/17 15:50,01/05/17 16:11,Theft,Active/Pending,3900 block of  Campus  Dr,2017-01-05,15:50,2017,15
6533,2017-00001053,01/05/17 17:47,01/05/17 17:47,CDS Violation,CBE,4300 block of  Knox  Rd,2017-01-05,17:47,2017,17
6534,2017-00001166,01/06/17 01:21,01/06/17 01:21,Warrant/Summons Service,Arrest,Baltimore  Ave,2017-01-06,01:21,2017,01
6535,2017-00001184,01/01/17 07:00,01/06/17 06:56,Vandalism,Active/Pending,Hagerstown Hall at 4000  Stadium  Dr,2017-01-01,07:00,2017,07
6536,2017-00001191,01/05/17 20:00,01/06/17 07:59,Assist Other Agency,CBE,7500 block of  Yale  Ave,2017-01-05,20:00,2017,20
6537,2017-00001497,12/27/16 18:00,01/07/17 15:19,Theft,Active/Pending,8700 block of  Boteler  Ln,2016-12-27,18:00,2016,18
6538,2017-00001640,01/08/17 11:06,01/08/17 11:06,Traffic Arrest,Arrest,Paint Branch  Dr,2017-01-08,11:06,2017,11
6539,2017-00001684,01/08/17 16:35,01/08/17 16:35,Alarm,CBE,"Computer Science Instructional Center, CSIC at 8169  Paint Branch  Dr",2017-01-08,16:35,2017,16
6540,2017-00001916,01/09/17 19:48,01/09/17 19:48,Accident - Departmental,CBE,Chapel  Ln,2017-01-09,19:48,2017,19
6541,2017-00002081,01/07/17 22:00,01/10/17 13:14,Assist Other Agency,CBE,8100 block of  Baltimore  Ave,2017-01-07,22:00,2017,22
6542,2017-00002131,01/06/17 18:00,01/10/17 17:41,Lost Property,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr",2017-01-06,18:00,2017,18
6543,2017-00002139,11/23/16 11:00,01/10/17 19:03,Lost Property,CBE,3900 block of  Campus  Dr,2016-11-23,11:00,2016,11
6544,2017-00002316,01/11/17 09:50,01/11/17 13:01,Vandalism,Suspended,Lot 1b,2017-01-11,09:50,2017,09
6545,2017-00002381,01/11/17 02:54,01/11/17 19:19,Telephone/EMail Misuse,Unfounded,7500 block of  Baltimore  Ave,2017-01-11,02:54,2017,02
6546,2017-00002513,01/12/17 10:39,01/12/17 10:39,Recovered Stolen Motor Vehicle,CBE,North Gate at 4306  Campus  Dr,2017-01-12,10:39,2017,10
6547,2017-00002515,01/12/17 08:00,01/12/17 10:52,Telephone/EMail Misuse,Suspended,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2017-01-12,08:00,2017,08
6548,2017-00002519,01/11/17,01/12/17 12:36,Assist Other Agency,CBE,4300 block of  Hartwick  Rd,2017-01-11,NA,2017,NA
6549,2017-00002560,01/12/17 16:30,01/12/17 20:02,Assist Other Agency,CBE,4800 block of  College  Ave,2017-01-12,16:30,2017,16
6550,2017-00002735,01/10/17 18:00,01/13/17 13:23,Vandalism,Suspended,6900 block of  Preinkert  Dr,2017-01-10,18:00,2017,18
6551,2017-00002741,01/13/17 14:07,01/13/17 14:07,CDS Violation,Arrest,Lot EE,2017-01-13,14:07,2017,14
6552,2017-00002788,01/13/17 20:26,01/13/17 20:26,Stolen Motor Vehicle,Suspended,4700 block of  Edgewood  Rd,2017-01-13,20:26,2017,20
6553,2017-00002871,01/14/17 00:45,01/14/17 00:45,Injured/Sick Person,CBE,4200 block of  Knox  Rd,2017-01-14,00:45,2017,00
6554,2017-00002949,12/23/16 08:00,01/14/17 17:50,Dept Property Damage/Loss,Unfounded,7500 block of  Baltimore  Ave,2016-12-23,08:00,2016,08
6555,2017-00003032,01/15/17 00:24,01/15/17 00:24,DWI/DUI,Arrest,University  Blvd,2017-01-15,00:24,2017,00
6556,2017-00003127,01/15/17 10:18,01/15/17 10:18,Recovered Stolen Property,Arrest,4700 block of  Berwyn House  Rd,2017-01-15,10:18,2017,10
6557,2017-00003170,01/15/17 19:00,01/15/17 19:08,Assist Other Agency,CBE,4900 block of  Lakeland  Rd,2017-01-15,19:00,2017,19
6558,2017-00003218,01/15/17 23:21,01/15/17 23:21,DWI/DUI,Arrest,Baltimore  Ave,2017-01-15,23:21,2017,23
6559,2017-00003265,01/16/17 08:42,01/16/17 08:42,Warrant/Summons Service,Arrest,7500 block of  Columbia  Ave,2017-01-16,08:42,2017,08
6560,2017-00003273,11/08/16 20:00,01/16/17 11:08,Harassment/Stalking,CBE,7500 block of  Regents  Dr,2016-11-08,20:00,2016,20
6561,2017-00003285,01/13/17 17:00,01/16/17 12:37,Theft,Suspended,8600 block of  Boteler  Ln,2017-01-13,17:00,2017,17
6562,2017-00003333,01/16/17 20:20,01/16/17 20:28,Assist Other Agency,CBE,7200 block of  Baltimore  Ave,2017-01-16,20:20,2017,20
6563,2017-00003412,01/17/17 05:30,01/17/17 05:59,Theft from Auto,Suspended,8200 block of  Boteler  Ln,2017-01-17,05:30,2017,05
6564,2017-00003458,01/17/17 09:30,01/17/17 11:57,Vandalism,Active/Pending,4200 block of  Valley  Dr,2017-01-17,09:30,2017,09
6565,2017-00003618,01/18/17 08:11,01/18/17 08:21,Other Incident,Active/Pending,Technology  Dr,2017-01-18,08:11,2017,08
6566,2017-00003723,01/18/17 18:53,01/18/17 18:54,Accident - Departmental,CBE,Golf Course Club House at 3800  Golf Course  Rd,2017-01-18,18:53,2017,18
6567,2017-00003874,01/19/17 09:45,01/19/17 10:23,Assault,Active/Pending,"Francis Scott, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK at 4282  Chapel  Ln",2017-01-19,09:45,2017,09
6568,2017-00003884,11/08/16 08:00,01/19/17 11:30,Theft,Unfounded,4200 block of  Chapel  Ln,2016-11-08,08:00,2016,08
6569,2017-00003921,01/19/17 15:00,01/19/17 17:04,Theft,Active/Pending,"Eppley Recreation Center, ERC at 4128  Valley  Dr",2017-01-19,15:00,2017,15
6570,2017-00004147,01/19/17 13:00,01/20/17 13:48,Theft,Active/Pending,7000 block of  Preinkert  Dr,2017-01-19,13:00,2017,13
6571,2017-00004153,01/15/17 18:00,01/20/17 14:11,Theft,Suspended,"Eppley Recreation Center, ERC at 4128  Valley  Dr",2017-01-15,18:00,2017,18
6572,2017-00004227,01/20/17 22:34,01/20/17 22:34,DWI/DUI,Arrest,College  Ave,2017-01-20,22:34,2017,22
6573,2017-00004262,01/21/17 00:50,01/21/17 00:52,Disorderly Conduct,Arrest,4500 block of  Knox  Rd,2017-01-21,00:50,2017,00
6574,2017-00004275,01/21/17 02:23,01/21/17 02:23,DWI/DUI,Arrest,7800 block of  Baltimore  Ave,2017-01-21,02:23,2017,02
6575,2017-00004285,01/21/17 08:00,01/21/17 08:08,Assault,CBE,"Armory, Reckord Armory at 4490  Rossborough  Ln",2017-01-21,08:00,2017,08
6576,2017-00004342,01/21/17 14:20,01/21/17 14:26,Theft,Active/Pending,7600 block of  Library  Ln,2017-01-21,14:20,2017,14
6577,2017-00004351,01/01/17 18:00,01/21/17 15:11,Theft,CBE,4300 block of  Knox  Rd,2017-01-01,18:00,2017,18
6578,2017-00004447,01/22/17 00:25,01/22/17 00:25,Injured/Sick Person,CBE,Yale  Ave,2017-01-22,00:25,2017,00
6579,2017-00004457,01/22/17 00:58,01/22/17 00:58,Disorderly Conduct,Active/Pending,Baltimore  Ave,2017-01-22,00:58,2017,00
6580,2017-00004485,01/22/17 02:50,01/22/17 02:50,DWI/DUI,Arrest,7400 block of  Yale  Ave,2017-01-22,02:50,2017,02
6581,2017-00004488,01/22/17 06:55,01/22/17 07:00,Suspicious Activity,CBE,7500 block of  Mowatt  Ln,2017-01-22,06:55,2017,06
6582,2017-00004544,01/22/17 14:26,01/22/17 14:26,Traffic Offense,CBE,Baltimore  Ave,2017-01-22,14:26,2017,14
6583,2017-00004618,01/22/17 23:45,01/22/17 23:45,Assault,Arrest,North Gate at 4306  Campus  Dr,2017-01-22,23:45,2017,23
6584,2017-00004622,01/23/17 00:12,01/23/17 00:12,CDS Violation,CBE,4000 block of  Stadium  Dr,2017-01-23,00:12,2017,00
6585,2017-00004661,01/22/17 20:30,01/23/17 07:39,Assist Other Agency,CBE,6800 block of  Preinkert  Dr,2017-01-22,20:30,2017,20
6586,2017-00004737,01/23/17 17:50,01/23/17 17:50,CDS Violation,CBE,7500 block of  Regents  Dr,2017-01-23,17:50,2017,17
6587,2017-00004776,01/23/17 19:44,01/23/17 20:44,Injured/Sick Person,CBE,3900 block of  Campus  Dr,2017-01-23,19:44,2017,19
6588,2017-00004817,01/23/17 23:29,01/23/17 23:29,Injured/Sick Person,CBE,4500 block of  College  Ave,2017-01-23,23:29,2017,23
6589,2017-00004862,01/24/17 01:50,01/24/17 01:50,Injured/Sick Person,CBE,4200 block of  Farm  Dr,2017-01-24,01:50,2017,01
6590,2017-00004868,01/24/17 02:46,01/24/17 02:46,Injured/Sick Person,CBE,7400 block of  Princeton  Ave,2017-01-24,02:46,2017,02
6591,2017-00004951,01/22/17 14:00,01/24/17 14:22,Assist Other Agency,CBE,8100 block of  Baltimore  Ave,2017-01-22,14:00,2017,14
6592,2017-00004963,01/23/17 12:30,01/24/17 15:35,Burglary,Unfounded,8200 block of  Baltimore  Ave,2017-01-23,12:30,2017,12
6593,2017-00004989,01/18/17 13:30,01/24/17 16:56,Theft,Suspended,8700 block of  Boteler  Ln,2017-01-18,13:30,2017,13
6594,2017-00005131,01/25/17 00:51,01/25/17 00:51,Disorderly Conduct,CBE,Denton Area Dining Hall at 3951  Denton Service  Ln,2017-01-25,00:51,2017,00
6595,2017-00005139,01/25/17 01:51,01/25/17 01:51,DWI/DUI,Arrest,Baltimore  Ave,2017-01-25,01:51,2017,01
6596,2017-00005192,01/25/17 10:09,01/25/17 10:09,Injured/Sick Person,CBE,Denton Area Dining Hall at 3951  Denton Service  Ln,2017-01-25,10:09,2017,10
6597,2017-00005200,01/25/17 10:59,01/25/17 10:59,Injured/Sick Person,CBE,Van Munching Hall at 7699  Mowatt  Ln,2017-01-25,10:59,2017,10
6598,2017-00005241,01/24/17 21:00,01/25/17 15:49,Recovered Stolen Property,Arrest,4000 block of  Stadium  Dr,2017-01-24,21:00,2017,21
6599,2017-00005331,01/25/17 01:45,01/25/17 22:17,Assault,CBE,Charles Hall at 4405  Lehigh  Rd,2017-01-25,01:45,2017,01
6600,2017-00005341,01/25/17 22:40,01/25/17 22:51,CDS Violation,CBE,7400 block of  Preinkert  Dr,2017-01-25,22:40,2017,22
6601,2017-00005397,01/26/17 01:30,01/26/17 02:18,Injured/Sick Person,CBE,4000 block of  Stadium  Dr,2017-01-26,01:30,2017,01
6602,2017-00005398,01/26/17 02:21,01/26/17 02:20,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln,2017-01-26,02:21,2017,02
6603,2017-00005420,01/25/16 19:00,01/26/17 08:34,Theft,Suspended,"Drazek Circle, UMUC at 346  Ehrensberger  Dr",2016-01-25,19:00,2016,19
6604,2017-00005427,01/26/17 09:15,01/26/17 09:19,Injured/Sick Person,CBE,5800 block of  University Research  Ct,2017-01-26,09:15,2017,09
6605,2017-00005462,01/24/17 16:30,01/26/17 14:20,Vandalism,Suspended,Lot 2g,2017-01-24,16:30,2017,16
6606,2017-00005493,01/26/17 18:00,01/26/17 18:08,Assist Other Agency,CBE,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300  Hartwick  Rd",2017-01-26,18:00,2017,18
6607,2017-00005652,01/27/17 00:51,01/27/17 00:51,Assist Other Agency (Title IX Related),CBE,4800 block of  College  Ave,2017-01-27,00:51,2017,00
6608,2017-00005663,01/27/17 01:27,01/27/17 01:27,Injured/Sick Person,CBE,4400 block of  Knox  Rd,2017-01-27,01:27,2017,01
6609,2017-00005673,01/27/17 02:05,01/27/17 02:08,Assist Other Agency,CBE,Ritchie Coliseum at 7675  Baltimore  Ave,2017-01-27,02:05,2017,02
6610,2017-00005698,01/27/17 06:08,01/27/17 06:08,Injured/Sick Person,CBE,4200 block of  Valley  Dr,2017-01-27,06:08,2017,06
6611,2017-00005706,01/26/17 15:00,01/27/17 07:48,Suspicious Activity,CBE,4100 block of  Campus  Dr,2017-01-26,15:00,2017,15
6612,2017-00005748,01/27/17 01:30,01/27/17 12:19,Suspicious Person/Auto (Title IX Related),Active/Pending,6800 block of  Preinkert  Dr,2017-01-27,01:30,2017,01
6613,2017-00005756,01/27/17 13:50,01/27/17 13:54,Suspicious Person/Auto,Active/Pending,Golf Course Club House at 3800  Golf Course  Rd,2017-01-27,13:50,2017,13
6614,2017-00005771,01/27/17 16:50,01/27/17 16:59,Theft,Arrest,3900 block of  Campus  Dr,2017-01-27,16:50,2017,16
6615,2017-00005773,01/27/17 15:55,01/27/17 17:07,Theft,Suspended,7600 block of  Library  Ln,2017-01-27,15:55,2017,15
6616,2017-00005774,01/27/17 14:28,01/27/17 17:38,Assault,Suspended,3900 block of  Campus  Dr,2017-01-27,14:28,2017,14
6617,2017-00005807,01/27/17 20:00,01/27/17 20:03,Other Incident,CBE,4200 block of  Valley  Dr,2017-01-27,20:00,2017,20
6618,2017-00005878,01/27/17 23:00,01/27/17 23:00,CDS Violation,CBE,4000 block of  Stadium  Dr,2017-01-27,23:00,2017,23
6619,2017-00005886,01/27/17 23:14,01/27/17 23:14,CDS Violation,Arrest,Baltimore  Ave,2017-01-27,23:14,2017,23
6620,2017-00005929,01/28/17 01:34,01/28/17 01:36,Injured/Sick Person,CBE,4000 block of  Stadium  Dr,2017-01-28,01:34,2017,01
6621,2017-00005936,01/28/17 02:37,01/28/17 02:37,Injured/Sick Person,CBE,Campus  Dr,2017-01-28,02:37,2017,02
6622,2017-00005947,01/28/17 04:11,01/28/17 04:11,DWI/DUI,Arrest,Baltimore  Ave,2017-01-28,04:11,2017,04
6623,2017-00005950,01/28/17 04:40,01/28/17 04:40,Burglary,CBE,3800 block of  Stadium  Dr,2017-01-28,04:40,2017,04
6624,2017-00005953,01/28/17 05:09,01/28/17 05:09,Vandalism,Arrest,7500 block of  Mowatt  Ln,2017-01-28,05:09,2017,05
